Bed,Date_Time,SoilTemp
C,2024-03-05T17:11:00Z,-0.5
C,2024-03-05T20:11:00Z,-0.5
C,2024-03-05T23:11:00Z,-0.5
C,2024-03-06T02:11:00Z,-0.5
C,2024-03-06T05:11:00Z,-0.5
C,2024-03-06T08:11:00Z,-0.5
C,2024-03-06T11:11:00Z,-0.5
C,2024-03-06T14:11:00Z,-0.5
C,2024-03-06T17:11:00Z,-0.5
C,2024-03-06T20:11:00Z,-0.5
C,2024-03-06T23:11:00Z,-0.5
C,2024-03-07T02:11:00Z,-0.5
C,2024-03-07T05:11:00Z,-0.5
C,2024-03-07T08:11:00Z,-0.5
C,2024-03-07T11:11:00Z,-0.5
C,2024-03-07T14:11:00Z,-0.5
C,2024-03-07T17:11:00Z,-0.5
C,2024-03-07T20:11:00Z,-0.5
C,2024-03-07T23:11:00Z,-0.5
C,2024-03-08T02:11:00Z,-0.5
C,2024-03-08T05:11:00Z,-0.5
C,2024-03-08T08:11:00Z,-0.5
C,2024-03-08T11:11:00Z,-0.5
C,2024-03-08T14:11:00Z,-0.5
C,2024-03-08T17:11:00Z,-0.5
C,2024-03-08T20:11:00Z,-0.5
C,2024-03-08T23:11:00Z,-0.5
C,2024-03-09T02:11:00Z,-0.5
C,2024-03-09T05:11:00Z,-0.5
C,2024-03-09T08:11:00Z,-0.5
C,2024-03-09T11:11:00Z,-0.5
C,2024-03-09T14:11:00Z,-0.5
C,2024-03-09T17:11:00Z,-0.5
C,2024-03-09T20:11:00Z,-0.5
C,2024-03-09T23:11:00Z,-0.5
C,2024-03-10T03:11:00Z,-0.5
C,2024-03-10T06:11:00Z,-0.5
C,2024-03-10T09:11:00Z,-0.5
C,2024-03-10T12:11:00Z,-0.5
C,2024-03-10T15:11:00Z,-0.5
C,2024-03-10T18:11:00Z,-0.5
C,2024-03-10T21:11:00Z,-0.5
C,2024-03-11T00:11:00Z,-0.5
C,2024-03-11T03:11:00Z,-0.5
C,2024-03-11T06:11:00Z,-0.5
C,2024-03-11T09:11:00Z,-0.5
C,2024-03-11T12:11:00Z,-0.5
C,2024-03-11T15:11:00Z,-0.5
C,2024-03-11T18:11:00Z,-0.5
C,2024-03-11T21:11:00Z,-0.5
C,2024-03-12T00:11:00Z,-0.5
C,2024-03-12T03:11:00Z,-0.5
C,2024-03-12T06:11:00Z,-0.5
C,2024-03-12T09:11:00Z,-0.5
C,2024-03-12T12:11:00Z,-0.5
C,2024-03-12T15:11:00Z,-0.5
C,2024-03-12T18:11:00Z,-0.5
C,2024-03-12T21:11:00Z,-0.5
C,2024-03-13T00:11:00Z,-0.5
C,2024-03-13T03:11:00Z,-0.5
C,2024-03-13T06:11:00Z,-0.5
C,2024-03-13T09:11:00Z,-0.5
C,2024-03-13T12:11:00Z,-0.5
C,2024-03-13T15:11:00Z,-0.5
C,2024-03-13T18:11:00Z,-0.5
C,2024-03-13T21:11:00Z,-0.5
C,2024-03-14T00:11:00Z,-0.5
C,2024-03-14T03:11:00Z,-0.5
C,2024-03-14T06:11:00Z,-0.5
C,2024-03-14T09:11:00Z,-0.5
C,2024-03-14T12:11:00Z,-0.5
C,2024-03-14T15:11:00Z,-0.5
C,2024-03-14T18:11:00Z,-0.5
C,2024-03-14T21:11:00Z,-0.5
C,2024-03-15T00:11:00Z,-0.5
C,2024-03-15T03:11:00Z,-0.5
C,2024-03-15T06:11:00Z,-0.5
C,2024-03-15T09:11:00Z,-0.5
C,2024-03-15T12:11:00Z,-0.5
C,2024-03-15T15:11:00Z,-0.5
C,2024-03-15T18:11:00Z,-0.5
C,2024-03-15T21:11:00Z,-0.5
C,2024-03-16T00:11:00Z,-0.5
C,2024-03-16T03:11:00Z,-0.5
C,2024-03-16T06:11:00Z,-0.5
C,2024-03-16T09:11:00Z,-0.5
C,2024-03-16T12:11:00Z,-0.5
C,2024-03-16T15:11:00Z,-0.5
C,2024-03-16T18:11:00Z,-0.5
C,2024-03-16T21:11:00Z,-0.5
C,2024-03-17T00:11:00Z,-0.5
C,2024-03-17T03:11:00Z,-0.5
C,2024-03-17T06:11:00Z,-0.5
C,2024-03-17T09:11:00Z,-0.5
C,2024-03-17T12:11:00Z,-0.5
C,2024-03-17T15:11:00Z,-0.5
C,2024-03-17T18:11:00Z,-0.5
C,2024-03-17T21:11:00Z,-0.5
C,2024-03-18T00:11:00Z,-0.5
C,2024-03-18T03:11:00Z,-0.5
C,2024-03-18T06:11:00Z,-0.5
C,2024-03-18T09:11:00Z,-0.5
C,2024-03-18T12:11:00Z,-0.5
C,2024-03-18T15:11:00Z,-0.5
C,2024-03-18T18:11:00Z,-0.5
C,2024-03-18T21:11:00Z,-0.5
C,2024-03-19T00:11:00Z,-0.5
C,2024-03-19T03:11:00Z,-0.5
C,2024-03-19T06:11:00Z,-0.5
C,2024-03-19T09:11:00Z,-0.5
C,2024-03-19T12:11:00Z,-0.5
C,2024-03-19T15:11:00Z,-0.5
C,2024-03-19T18:11:00Z,-0.5
C,2024-03-19T21:11:00Z,-0.5
C,2024-03-20T00:11:00Z,-0.5
C,2024-03-20T03:11:00Z,-0.5
C,2024-03-20T06:11:00Z,-0.5
C,2024-03-20T09:11:00Z,-0.5
C,2024-03-20T12:11:00Z,-0.5
C,2024-03-20T15:11:00Z,-0.5
C,2024-03-20T18:11:00Z,-0.5
C,2024-03-20T21:11:00Z,-0.5
C,2024-03-21T00:11:00Z,-0.5
C,2024-03-21T03:11:00Z,-0.5
C,2024-03-21T06:11:00Z,-0.5
C,2024-03-21T09:11:00Z,-0.5
C,2024-03-21T12:11:00Z,-0.5
C,2024-03-21T15:11:00Z,-0.5
C,2024-03-21T18:11:00Z,-0.5
C,2024-03-21T21:11:00Z,-0.5
C,2024-03-22T00:11:00Z,-0.5
C,2024-03-22T03:11:00Z,-0.5
C,2024-03-22T06:11:00Z,-0.5
C,2024-03-22T09:11:00Z,-0.5
C,2024-03-22T12:11:00Z,-0.5
C,2024-03-22T15:11:00Z,-0.5
C,2024-03-22T18:11:00Z,-0.5
C,2024-03-22T21:11:00Z,-0.5
C,2024-03-23T00:11:00Z,-0.5
C,2024-03-23T03:11:00Z,-0.5
C,2024-03-23T06:11:00Z,-0.5
C,2024-03-23T09:11:00Z,-0.5
C,2024-03-23T12:11:00Z,-0.5
C,2024-03-23T15:11:00Z,-0.5
C,2024-03-23T18:11:00Z,-0.5
C,2024-03-23T21:11:00Z,-0.5
C,2024-03-24T00:11:00Z,-0.5
C,2024-03-24T03:11:00Z,-0.5
C,2024-03-24T06:11:00Z,-0.5
C,2024-03-24T09:11:00Z,-0.5
C,2024-03-24T12:11:00Z,-0.5
C,2024-03-24T15:11:00Z,-0.5
C,2024-03-24T18:11:00Z,-0.5
C,2024-03-24T21:11:00Z,-0.5
C,2024-03-25T00:11:00Z,-0.5
C,2024-03-25T03:11:00Z,-0.5
C,2024-03-25T06:11:00Z,-0.5
C,2024-03-25T09:11:00Z,-0.5
C,2024-03-25T12:11:00Z,-0.5
C,2024-03-25T15:11:00Z,-0.5
C,2024-03-25T18:11:00Z,-0.5
C,2024-03-25T21:11:00Z,-0.5
C,2024-03-26T00:11:00Z,-0.5
C,2024-03-26T03:11:00Z,-0.5
C,2024-03-26T06:11:00Z,-0.5
C,2024-03-26T09:11:00Z,-0.5
C,2024-03-26T12:11:00Z,-0.5
C,2024-03-26T15:11:00Z,-0.5
C,2024-03-26T18:11:00Z,-0.5
C,2024-03-26T21:11:00Z,-0.5
C,2024-03-27T00:11:00Z,-0.5
C,2024-03-27T03:11:00Z,-0.5
C,2024-03-27T06:11:00Z,-0.5
C,2024-03-27T09:11:00Z,-0.5
C,2024-03-27T12:11:00Z,-0.5
C,2024-03-27T15:11:00Z,-0.5
C,2024-03-27T18:11:00Z,-0.5
C,2024-03-27T21:11:00Z,-0.5
C,2024-03-28T00:11:00Z,-0.5
C,2024-03-28T03:11:00Z,-0.5
C,2024-03-28T06:11:00Z,-0.5
C,2024-03-28T09:11:00Z,-0.5
C,2024-03-28T12:11:00Z,-0.5
C,2024-03-28T15:11:00Z,-0.5
C,2024-03-28T18:11:00Z,-0.5
C,2024-03-28T21:11:00Z,-0.5
C,2024-03-29T00:11:00Z,-0.5
C,2024-03-29T03:11:00Z,-0.5
C,2024-03-29T06:11:00Z,-0.5
C,2024-03-29T09:11:00Z,-0.5
C,2024-03-29T12:11:00Z,-0.5
C,2024-03-29T15:11:00Z,-0.5
C,2024-03-29T18:11:00Z,-0.5
C,2024-03-29T21:11:00Z,-0.5
C,2024-03-30T00:11:00Z,-0.5
C,2024-03-30T03:11:00Z,-0.5
C,2024-03-30T06:11:00Z,-0.5
C,2024-03-30T09:11:00Z,-0.5
C,2024-03-30T12:11:00Z,-0.5
C,2024-03-30T15:11:00Z,-0.5
C,2024-03-30T18:11:00Z,-0.5
C,2024-03-30T21:11:00Z,-0.5
C,2024-03-31T00:11:00Z,-0.5
C,2024-03-31T03:11:00Z,-0.5
C,2024-03-31T06:11:00Z,-0.5
C,2024-03-31T09:11:00Z,-0.5
C,2024-03-31T12:11:00Z,-0.5
C,2024-03-31T15:11:00Z,-0.5
C,2024-03-31T18:11:00Z,-0.5
C,2024-03-31T21:11:00Z,-0.5
C,2024-04-01T00:11:00Z,-0.5
C,2024-04-01T03:11:00Z,-0.5
C,2024-04-01T06:11:00Z,-0.5
C,2024-04-01T09:11:00Z,-0.5
C,2024-04-01T12:11:00Z,-0.5
C,2024-04-01T15:11:00Z,-0.5
C,2024-04-01T18:11:00Z,-0.5
C,2024-04-01T21:11:00Z,-0.5
C,2024-04-02T00:11:00Z,-0.5
C,2024-04-02T03:11:00Z,-0.5
C,2024-04-02T06:11:00Z,-0.5
C,2024-04-02T09:11:00Z,-0.5
C,2024-04-02T12:11:00Z,-0.5
C,2024-04-02T15:11:00Z,-0.5
C,2024-04-02T18:11:00Z,-0.5
C,2024-04-02T21:11:00Z,-0.5
C,2024-04-03T00:11:00Z,-0.5
C,2024-04-03T03:11:00Z,-0.5
C,2024-04-03T06:11:00Z,-0.5
C,2024-04-03T09:11:00Z,-0.5
C,2024-04-03T12:11:00Z,-0.5
C,2024-04-03T15:11:00Z,-0.5
C,2024-04-03T18:11:00Z,-0.5
C,2024-04-03T21:11:00Z,-0.5
C,2024-04-04T00:11:00Z,-0.5
C,2024-04-04T03:11:00Z,-0.5
C,2024-04-04T06:11:00Z,-0.5
C,2024-04-04T09:11:00Z,-0.5
C,2024-04-04T12:11:00Z,-0.5
C,2024-04-04T15:11:00Z,-0.5
C,2024-04-04T18:11:00Z,-0.5
C,2024-04-04T21:11:00Z,-0.5
C,2024-04-05T00:11:00Z,-0.5
C,2024-04-05T03:11:00Z,-0.5
C,2024-04-05T06:11:00Z,-0.5
C,2024-04-05T09:11:00Z,-0.5
C,2024-04-05T12:11:00Z,-0.5
C,2024-04-05T15:11:00Z,-0.5
C,2024-04-05T18:11:00Z,-0.5
C,2024-04-05T21:11:00Z,-0.5
C,2024-04-06T00:11:00Z,-0.5
C,2024-04-06T03:11:00Z,-0.5
C,2024-04-06T06:11:00Z,-0.5
C,2024-04-06T09:11:00Z,-0.5
C,2024-04-06T12:11:00Z,-0.5
C,2024-04-06T15:11:00Z,-0.5
C,2024-04-06T18:11:00Z,-0.5
C,2024-04-06T21:11:00Z,-0.5
C,2024-04-07T00:11:00Z,-0.5
C,2024-04-07T03:11:00Z,-0.5
C,2024-04-07T06:11:00Z,-0.5
C,2024-04-07T09:11:00Z,-0.5
C,2024-04-07T12:11:00Z,-0.5
C,2024-04-07T15:11:00Z,-0.5
C,2024-04-07T18:11:00Z,-0.5
C,2024-04-07T21:11:00Z,-0.5
C,2024-04-08T00:11:00Z,-0.5
C,2024-04-08T03:11:00Z,-0.5
C,2024-04-08T06:11:00Z,-0.5
C,2024-04-08T09:11:00Z,-0.5
C,2024-04-08T12:11:00Z,-0.5
C,2024-04-08T15:11:00Z,-0.5
C,2024-04-08T18:11:00Z,-0.5
C,2024-04-08T21:11:00Z,-0.5
C,2024-04-09T00:11:00Z,-0.5
C,2024-04-09T03:11:00Z,-0.5
C,2024-04-09T06:11:00Z,-0.5
C,2024-04-09T09:11:00Z,-0.5
C,2024-04-09T12:11:00Z,-0.5
C,2024-04-09T15:11:00Z,-0.5
C,2024-04-09T18:11:00Z,-0.5
C,2024-04-09T21:11:00Z,-0.5
C,2024-04-10T00:11:00Z,-0.5
C,2024-04-10T03:11:00Z,-0.5
C,2024-04-10T06:11:00Z,-0.5
C,2024-04-10T09:11:00Z,-0.5
C,2024-04-10T12:11:00Z,-0.5
C,2024-04-10T15:11:00Z,-0.5
C,2024-04-10T18:11:00Z,-0.5
C,2024-04-10T21:11:00Z,-0.5
C,2024-04-11T00:11:00Z,-0.5
C,2024-04-11T03:11:00Z,-0.5
C,2024-04-11T06:11:00Z,-0.5
C,2024-04-11T09:11:00Z,-0.5
C,2024-04-11T12:11:00Z,-0.5
C,2024-04-11T15:11:00Z,-0.5
C,2024-04-11T18:11:00Z,-0.5
C,2024-04-11T21:11:00Z,-0.5
C,2024-04-12T00:11:00Z,-0.5
C,2024-04-12T03:11:00Z,-0.5
C,2024-04-12T06:11:00Z,-0.5
C,2024-04-12T09:11:00Z,-0.5
C,2024-04-12T12:11:00Z,-0.5
C,2024-04-12T15:11:00Z,-0.5
C,2024-04-12T18:11:00Z,-0.5
C,2024-04-12T21:11:00Z,-0.5
C,2024-04-13T00:11:00Z,-0.5
C,2024-04-13T03:11:00Z,-0.5
C,2024-04-13T06:11:00Z,-0.5
C,2024-04-13T09:11:00Z,-0.5
C,2024-04-13T12:11:00Z,-0.5
C,2024-04-13T15:11:00Z,-0.5
C,2024-04-13T18:11:00Z,-0.5
C,2024-04-13T21:11:00Z,-0.5
C,2024-04-14T00:11:00Z,-0.5
C,2024-04-14T03:11:00Z,-0.5
C,2024-04-14T06:11:00Z,-0.5
C,2024-04-14T09:11:00Z,-0.5
C,2024-04-14T12:11:00Z,-0.5
C,2024-04-14T15:11:00Z,-0.5
C,2024-04-14T18:11:00Z,-0.5
C,2024-04-14T21:11:00Z,-0.5
C,2024-04-15T00:11:00Z,-0.5
C,2024-04-15T03:11:00Z,-0.5
C,2024-04-15T06:11:00Z,-0.5
C,2024-04-15T09:11:00Z,-0.5
C,2024-04-15T12:11:00Z,-0.5
C,2024-04-15T15:11:00Z,-0.5
C,2024-04-15T18:11:00Z,-0.5
C,2024-04-15T21:11:00Z,-0.5
C,2024-04-16T00:11:00Z,-0.5
C,2024-04-16T03:11:00Z,-0.5
C,2024-04-16T06:11:00Z,-0.5
C,2024-04-16T09:11:00Z,-0.5
C,2024-04-16T12:11:00Z,-0.5
C,2024-04-16T15:11:00Z,-0.5
C,2024-04-16T18:11:00Z,-0.5
C,2024-04-16T21:11:00Z,-0.5
C,2024-04-17T00:11:00Z,-0.5
C,2024-04-17T03:11:00Z,-0.5
C,2024-04-17T06:11:00Z,-0.5
C,2024-04-17T09:11:00Z,-0.5
C,2024-04-17T12:11:00Z,-0.5
C,2024-04-17T15:11:00Z,-0.5
C,2024-04-17T18:11:00Z,-0.5
C,2024-04-17T21:11:00Z,-0.5
C,2024-04-18T00:11:00Z,-0.5
C,2024-04-18T03:11:00Z,-0.5
C,2024-04-18T06:11:00Z,-0.5
C,2024-04-18T09:11:00Z,-0.5
C,2024-04-18T12:11:00Z,-0.5
C,2024-04-18T15:11:00Z,-0.5
C,2024-04-18T18:11:00Z,-0.5
C,2024-04-18T21:11:00Z,-0.5
C,2024-04-19T00:11:00Z,-0.5
C,2024-04-19T03:11:00Z,-0.5
C,2024-04-19T06:11:00Z,-0.5
C,2024-04-19T09:11:00Z,-0.5
C,2024-04-19T12:11:00Z,-0.5
C,2024-04-19T15:11:00Z,-0.5
C,2024-04-19T18:11:00Z,-0.5
C,2024-04-19T21:11:00Z,-0.5
C,2024-04-20T00:11:00Z,-0.5
C,2024-04-20T03:11:00Z,-0.5
C,2024-04-20T06:11:00Z,-0.5
C,2024-04-20T09:11:00Z,-0.5
C,2024-04-20T12:11:00Z,-0.5
C,2024-04-20T15:11:00Z,-0.5
C,2024-04-20T18:11:00Z,-0.5
C,2024-04-20T21:11:00Z,-0.5
C,2024-04-21T00:11:00Z,-0.5
C,2024-04-21T03:11:00Z,-0.5
C,2024-04-21T06:11:00Z,-0.5
C,2024-04-21T09:11:00Z,-0.5
C,2024-04-21T12:11:00Z,-0.5
C,2024-04-21T15:11:00Z,-0.5
C,2024-04-21T18:11:00Z,-0.5
C,2024-04-21T21:11:00Z,-0.5
C,2024-04-22T00:11:00Z,-0.5
C,2024-04-22T03:11:00Z,-0.5
C,2024-04-22T06:11:00Z,-0.5
C,2024-04-22T09:11:00Z,-0.5
C,2024-04-22T12:11:00Z,-0.5
C,2024-04-22T15:11:00Z,-0.5
C,2024-04-22T18:11:00Z,-0.5
C,2024-04-22T21:11:00Z,-0.5
C,2024-04-23T00:11:00Z,-0.5
C,2024-04-23T03:11:00Z,-0.5
C,2024-04-23T06:11:00Z,-0.5
C,2024-04-23T09:11:00Z,-0.5
C,2024-04-23T12:11:00Z,-0.5
C,2024-04-23T15:11:00Z,-0.5
C,2024-04-23T18:11:00Z,-0.5
C,2024-04-23T21:11:00Z,-0.5
C,2024-04-24T00:11:00Z,-0.5
C,2024-04-24T03:11:00Z,-0.5
C,2024-04-24T06:11:00Z,-0.5
C,2024-04-24T09:11:00Z,-0.5
C,2024-04-24T12:11:00Z,-0.5
C,2024-04-24T15:11:00Z,-0.5
C,2024-04-24T18:11:00Z,-0.5
C,2024-04-24T21:11:00Z,-0.5
C,2024-04-25T00:11:00Z,-0.5
C,2024-04-25T03:11:00Z,-0.5
C,2024-04-25T06:11:00Z,-0.5
C,2024-04-25T09:11:00Z,-0.5
C,2024-04-25T12:11:00Z,-0.5
C,2024-04-25T15:11:00Z,-0.5
C,2024-04-25T18:11:00Z,-0.5
C,2024-04-25T21:11:00Z,-0.5
C,2024-04-26T00:11:00Z,-0.5
C,2024-04-26T03:11:00Z,-0.5
C,2024-04-26T06:11:00Z,-0.5
C,2024-04-26T09:11:00Z,-0.5
C,2024-04-26T12:11:00Z,-0.5
C,2024-04-26T15:11:00Z,-0.5
C,2024-04-26T18:11:00Z,-0.5
C,2024-04-26T21:11:00Z,-0.5
C,2024-04-27T00:11:00Z,-0.5
C,2024-04-27T03:11:00Z,-0.5
C,2024-04-27T06:11:00Z,-0.5
C,2024-04-27T09:11:00Z,-0.5
C,2024-04-27T12:11:00Z,-0.5
C,2024-04-27T15:11:00Z,-0.5
C,2024-04-27T18:11:00Z,-0.5
C,2024-04-27T21:11:00Z,-0.5
C,2024-04-28T00:11:00Z,-0.5
C,2024-04-28T03:11:00Z,-0.5
C,2024-04-28T06:11:00Z,-0.5
C,2024-04-28T09:11:00Z,-0.5
C,2024-04-28T12:11:00Z,-0.5
C,2024-04-28T15:11:00Z,-0.5
C,2024-04-28T18:11:00Z,-0.5
C,2024-04-28T21:11:00Z,-0.5
C,2024-04-29T00:11:00Z,-0.5
C,2024-04-29T03:11:00Z,-0.5
C,2024-04-29T06:11:00Z,-0.5
C,2024-04-29T09:11:00Z,-0.5
C,2024-04-29T12:11:00Z,-0.5
C,2024-04-29T15:11:00Z,-0.5
C,2024-04-29T18:11:00Z,-0.5
C,2024-04-29T21:11:00Z,-0.5
C,2024-04-30T00:11:00Z,-0.5
C,2024-04-30T03:11:00Z,-0.5
C,2024-04-30T06:11:00Z,-0.5
C,2024-04-30T09:11:00Z,-0.5
C,2024-04-30T12:11:00Z,-0.5
C,2024-04-30T15:11:00Z,-0.5
C,2024-04-30T18:11:00Z,-0.5
C,2024-04-30T21:11:00Z,-0.5
C,2024-05-01T00:11:00Z,-0.5
C,2024-05-01T03:11:00Z,-0.5
C,2024-05-01T06:11:00Z,-0.5
C,2024-05-01T09:11:00Z,-0.5
C,2024-05-01T12:11:00Z,-0.5
C,2024-05-01T15:11:00Z,-0.5
C,2024-05-01T18:11:00Z,-0.5
C,2024-05-01T21:11:00Z,-0.5
C,2024-05-02T00:11:00Z,-0.5
C,2024-05-02T03:11:00Z,-0.5
C,2024-05-02T06:11:00Z,-0.5
C,2024-05-02T09:11:00Z,-0.5
C,2024-05-02T12:11:00Z,-0.5
C,2024-05-02T15:11:00Z,-0.5
C,2024-05-02T18:11:00Z,-0.5
C,2024-05-02T21:11:00Z,-0.5
C,2024-05-03T00:11:00Z,-0.5
C,2024-05-03T03:11:00Z,-0.5
C,2024-05-03T06:11:00Z,-0.5
C,2024-05-03T09:11:00Z,-0.5
C,2024-05-03T12:11:00Z,-0.5
C,2024-05-03T15:11:00Z,-0.5
C,2024-05-03T18:11:00Z,-0.5
C,2024-05-03T21:11:00Z,-0.5
C,2024-05-04T00:11:00Z,-0.5
C,2024-05-04T03:11:00Z,-0.5
C,2024-05-04T06:11:00Z,-0.5
C,2024-05-04T09:11:00Z,-0.5
C,2024-05-04T12:11:00Z,-0.5
C,2024-05-04T15:11:00Z,-0.5
C,2024-05-04T18:11:00Z,-0.5
C,2024-05-04T21:11:00Z,-0.5
C,2024-05-05T00:11:00Z,-0.5
C,2024-05-05T03:11:00Z,-0.5
C,2024-05-05T06:11:00Z,-0.5
C,2024-05-05T09:11:00Z,-0.5
C,2024-05-05T12:11:00Z,-0.5
C,2024-05-05T15:11:00Z,-0.5
C,2024-05-05T18:11:00Z,-0.5
C,2024-05-05T21:11:00Z,-0.5
C,2024-05-06T00:11:00Z,-0.5
C,2024-05-06T03:11:00Z,-0.5
C,2024-05-06T06:11:00Z,-0.5
C,2024-05-06T09:11:00Z,-0.5
C,2024-05-06T12:11:00Z,-0.5
C,2024-05-06T15:11:00Z,-0.5
C,2024-05-06T18:11:00Z,-0.5
C,2024-05-06T21:11:00Z,-0.5
C,2024-05-07T00:11:00Z,-0.5
C,2024-05-07T03:11:00Z,-0.5
C,2024-05-07T06:11:00Z,-0.5
C,2024-05-07T09:11:00Z,-0.5
C,2024-05-07T12:11:00Z,-0.5
C,2024-05-07T15:11:00Z,-0.5
C,2024-05-07T18:11:00Z,-0.5
C,2024-05-07T21:11:00Z,-0.5
C,2024-05-08T00:11:00Z,-0.5
C,2024-05-08T03:11:00Z,-0.5
C,2024-05-08T06:11:00Z,-0.5
C,2024-05-08T09:11:00Z,-0.5
C,2024-05-08T12:11:00Z,-0.5
C,2024-05-08T15:11:00Z,-0.5
C,2024-05-08T18:11:00Z,-0.5
C,2024-05-08T21:11:00Z,-0.5
C,2024-05-09T00:11:00Z,-0.5
C,2024-05-09T03:11:00Z,-0.5
C,2024-05-09T06:11:00Z,-0.5
C,2024-05-09T09:11:00Z,-0.5
C,2024-05-09T12:11:00Z,-0.5
C,2024-05-09T15:11:00Z,-0.5
C,2024-05-09T18:11:00Z,-0.5
C,2024-05-09T21:11:00Z,-0.5
C,2024-05-10T00:11:00Z,-0.5
C,2024-05-10T03:11:00Z,-0.5
C,2024-05-10T06:11:00Z,-0.5
C,2024-05-10T09:11:00Z,-0.5
C,2024-05-10T12:11:00Z,-0.5
C,2024-05-10T15:11:00Z,-0.5
C,2024-05-10T18:11:00Z,-0.5
C,2024-05-10T21:11:00Z,-0.5
C,2024-05-11T00:11:00Z,-0.5
C,2024-05-11T03:11:00Z,-0.5
C,2024-05-11T06:11:00Z,-0.5
C,2024-05-11T09:11:00Z,-0.5
C,2024-05-11T12:11:00Z,-0.5
C,2024-05-11T15:11:00Z,-0.5
C,2024-05-11T18:11:00Z,-0.5
C,2024-05-11T21:11:00Z,-0.5
C,2024-05-12T00:11:00Z,-0.5
C,2024-05-12T03:11:00Z,-0.5
C,2024-05-12T06:11:00Z,-0.5
C,2024-05-12T09:11:00Z,-0.5
C,2024-05-12T12:11:00Z,-0.5
C,2024-05-12T15:11:00Z,-0.5
C,2024-05-12T18:11:00Z,-0.5
C,2024-05-12T21:11:00Z,-0.5
C,2024-05-13T00:11:00Z,-0.5
C,2024-05-13T03:11:00Z,-0.5
C,2024-05-13T06:11:00Z,-0.5
C,2024-05-13T09:11:00Z,-0.5
C,2024-05-13T12:11:00Z,-0.5
C,2024-05-13T15:11:00Z,-0.5
C,2024-05-13T18:11:00Z,-0.5
C,2024-05-13T21:11:00Z,-0.5
C,2024-05-14T00:11:00Z,-0.5
C,2024-05-14T03:11:00Z,-0.5
C,2024-05-14T06:11:00Z,-0.5
C,2024-05-14T09:11:00Z,-0.5
C,2024-05-14T12:11:00Z,-0.5
C,2024-05-14T15:11:00Z,-0.5
C,2024-05-14T18:11:00Z,-0.5
C,2024-05-14T21:11:00Z,-0.5
C,2024-05-15T00:11:00Z,-0.5
C,2024-05-15T03:11:00Z,-0.5
C,2024-05-15T06:11:00Z,-0.5
C,2024-05-15T09:11:00Z,-0.5
C,2024-05-15T12:11:00Z,-0.5
C,2024-05-15T15:11:00Z,-0.5
C,2024-05-15T18:11:00Z,-0.5
C,2024-05-15T21:11:00Z,-0.5
C,2024-05-16T00:11:00Z,-0.5
C,2024-05-16T03:11:00Z,-0.5
C,2024-05-16T06:11:00Z,-0.5
C,2024-05-16T09:11:00Z,-0.5
C,2024-05-16T12:11:00Z,-0.5
C,2024-05-16T15:11:00Z,1.5
C,2024-05-16T18:11:00Z,6
C,2024-05-16T21:11:00Z,3
C,2024-05-17T00:11:00Z,0.5
C,2024-05-17T03:11:00Z,0
C,2024-05-17T06:11:00Z,0
C,2024-05-17T09:11:00Z,7.5
C,2024-05-17T12:11:00Z,23
C,2024-05-17T15:11:00Z,26
C,2024-05-17T18:11:00Z,16
C,2024-05-17T21:11:00Z,9.5
C,2024-05-18T00:11:00Z,5
C,2024-05-18T03:11:00Z,2.5
C,2024-05-18T06:11:00Z,1.5
C,2024-05-18T09:11:00Z,10.5
C,2024-05-18T12:11:00Z,24.5
C,2024-05-18T15:11:00Z,27.5
C,2024-05-18T18:11:00Z,17.5
C,2024-05-18T21:11:00Z,10.5
C,2024-05-19T00:11:00Z,6.5
C,2024-05-19T03:11:00Z,4
C,2024-05-19T06:11:00Z,2.5
C,2024-05-19T09:11:00Z,11
C,2024-05-19T12:11:00Z,23
C,2024-05-19T15:11:00Z,22.5
C,2024-05-19T18:11:00Z,15.5
C,2024-05-19T21:11:00Z,9
C,2024-05-20T00:11:00Z,5.5
C,2024-05-20T03:11:00Z,3
C,2024-05-20T06:11:00Z,1.5
C,2024-05-20T09:11:00Z,10.5
C,2024-05-20T12:11:00Z,23.5
C,2024-05-20T15:11:00Z,26
C,2024-05-20T18:11:00Z,15.5
C,2024-05-20T21:11:00Z,9
C,2024-05-21T00:11:00Z,5.5
C,2024-05-21T03:11:00Z,3
C,2024-05-21T06:11:00Z,2
C,2024-05-21T09:11:00Z,9.5
C,2024-05-21T12:11:00Z,22.5
C,2024-05-21T15:11:00Z,27
C,2024-05-21T18:11:00Z,16
C,2024-05-21T21:11:00Z,9.5
C,2024-05-22T00:11:00Z,6
C,2024-05-22T03:11:00Z,4
C,2024-05-22T06:11:00Z,2.5
C,2024-05-22T09:11:00Z,10.5
C,2024-05-22T12:11:00Z,23
C,2024-05-22T15:11:00Z,26.5
C,2024-05-22T18:11:00Z,15.5
C,2024-05-22T21:11:00Z,10
C,2024-05-23T00:11:00Z,6.5
C,2024-05-23T03:11:00Z,4
C,2024-05-23T06:11:00Z,2.5
C,2024-05-23T09:11:00Z,11.5
C,2024-05-23T12:11:00Z,23.5
C,2024-05-23T15:11:00Z,22
C,2024-05-23T18:11:00Z,16.5
C,2024-05-23T21:11:00Z,10.5
C,2024-05-24T00:11:00Z,7.5
C,2024-05-24T03:11:00Z,5.5
C,2024-05-24T06:11:00Z,4
C,2024-05-24T09:11:00Z,12
C,2024-05-24T12:11:00Z,19.5
C,2024-05-24T15:11:00Z,17
C,2024-05-24T18:11:00Z,14
