block ,bed ,row ,col ,unique.ID ,height.cm ,overhd.diam ,overhd.perp ,herbiv.y.n ,survey.notes 
NA ,H ,21,B ,TM2_1_12 ,,,,,TM2 fruiting from 2023 
O ,H ,22,A ,536,,,,,
O ,H ,22,B ,234,,,,,
O ,H ,23,A ,360,NA,NA,NA,NA,dead 
O ,H ,23,B ,734,6.1,1.9,2.4,N ,
O ,H ,24,A ,1076,,,,,
O ,H ,24,B ,24,,,,,
O ,H ,25,A ,1323,2.6,1.1,0.7,N ,
NA ,H ,25,B ,SC_4_14 ,,,,,
O ,H ,26,A ,1020,,,,,
O ,H ,26,B ,278,,,,,
NA ,H ,27,A ,TM2_6_10 ,,,,,TM2 fruiting from 2023 
O ,H ,27,B ,966,,,,,
O ,H ,28,A ,935,,,,,
O ,H ,28,B ,477,,,,,6/18 Broken Stem 
O ,H ,29,A ,506,,,,,
O ,H ,29,B ,NA ,,,,,
O ,H ,30,A ,NA ,,,,,
P ,H ,30,B ,587,,,,,
NA ,H ,31,A ,YO7_4_11 ,14.2,11.6,11.2,N ,7/16 small crispy flowers 
P ,H ,31,B ,1151,,,,,
P ,H ,32,A ,70,6.2,2.1,1.9,N ,
P ,H ,32,B ,493,,,,,
P ,H ,33,A ,buffer ,,,,,
P ,H ,33,B ,buffer ,,,,,
NA ,H ,34,A ,WL2_2_7 ,NA,NA,NA,NA,dead 
P ,H ,34,B ,buffer ,,,,,
N ,H ,1,C ,buffer ,,,,,
N ,H ,1,D ,buffer ,,,,,
N ,H ,2,C ,buffer ,,,,,
N ,H ,2,D ,buffer ,,,,,
N ,H ,3,C ,YO7_7_15 ,12.6,12.9,15.4,N ,tag 7/16 small crispy flowers / tag faded 
N ,H ,3,D ,buffer ,,,,,
N ,H ,4,D ,1303,,,,,
N ,H ,5,D ,749,,,,,
N ,H ,6,C ,177,,,,,
N ,H ,6,D ,1340,,,,,
N ,H ,7,D ,1040,,,,,
N ,H ,8,C ,NA ,,,,,
N ,H ,8,D ,NA ,,,,,
N ,H ,9,C ,NA ,,,,,
O ,H ,9,D ,197,,,,,
O ,H ,10,C ,1225,,,,,
O ,H ,10,D ,766,,,,,Dead at planting 
NA ,H ,11,C ,IH_4_1 ,,,,,
NA ,H ,12,C ,YO7_4_1 ,8.5,8.1,8.9,Y ,
O ,H ,13,C ,96,,,,,
O ,H ,14,D ,463,,,,,
O ,H ,15,C ,1246,,,,,
O ,H ,15,D ,716,,,,,
O ,H ,16,D ,1278,,,,,Wilting 
O ,H ,17,D ,750,,,,,
O ,H ,18,C ,69,,,,,
O ,H ,18,D ,1099,,,,,
O ,H ,19,C ,85,,,,,
O ,H ,19,D ,611,,,,,7/9/24 wilted 
O ,H ,20,C ,903,,,,,
O ,H ,20,D ,1128,,,,,
O ,H ,21,C ,567,,,,,
O ,H ,21,D ,838,,,,,
O ,H ,22,C ,893,,,,,
O ,H ,22,D ,112,,,,,
O ,H ,23,C ,320,,,,,
O ,H ,23,D ,137,,,,,6/18/24 Wilting 
O ,H ,24,C ,159,,,,,
NA ,H ,24,D ,SC_6_13 ,17.2,8,2.3,Y ,
O ,H ,25,C ,192,,,,,
O ,H ,25,D ,292,,,,,
O ,H ,26,C ,211,,,,,
O ,H ,26,D ,1183,,,,,6/18/24 Wilting 
O ,H ,27,C ,390,,,,,
O ,H ,27,D ,1395,,,,,
O ,H ,28,C ,262,,,,,
O ,H ,28,D ,1337,,,,,Dead at planting 
O ,H ,29,C ,NA ,,,,,
O ,H ,29,D ,NA ,,,,,
P ,H ,30,C ,478,,,,,
P ,H ,30,D ,263,4.1,2.9,1.1,N ,
NA ,H ,31,C ,IH_5_13 ,,,,,
P ,H ,31,D ,156,,,,,6/18/24 Wilting 
P ,H ,32,C ,773,,,,,
P ,H ,32,D ,1168,,,,,
P ,H ,33,C ,buffer ,,,,,
P ,H ,33,D ,buffer ,,,,,
P ,H ,34,C ,buffer ,,,,,
P ,H ,34,D ,buffer ,,,,,
P ,I ,1,A ,buffer ,,,,,
P ,I ,1,B ,buffer ,,,,,
P ,I ,2,A ,buffer ,,,,,
P ,I ,2,B ,buffer ,,,,,
P ,I ,3,B ,1000,,,,,
P ,I ,4,A ,1226,,,,,
P ,I ,4,B ,898,,,,,
P ,I ,5,A ,1341,,,,,
P ,I ,5,B ,797,,,,,
P ,I ,6,A ,751,,,,,
P ,I ,6,B ,86,,,,,
P ,I ,7,A ,544,,,,,
P ,I ,7,B ,1125,,,,,6/18/24 wilting 
P ,I ,8,A ,191,,,,,
P ,I ,8,B ,508,,,,,
P ,I ,9,A ,1454,,,,,
P ,I ,9,B ,391,5.6,4,1.4,N ,
P ,I ,10,A ,1272,1.5,1.4,0.4,Y ,
P ,I ,10,B ,124,,,,,
P ,I ,11,A ,1250,5.5,2,0.3,Y ,
P ,I ,11,B ,1184,,,,,
NA ,I ,12,A ,IH_1_1 ,,,,,
P ,I ,12,B ,307,,,,,
P ,I ,13,A ,524,,,,,
P ,I ,13,B ,863,,,,,
P ,I ,14,A ,954,,,,,
P ,I ,14,B ,686,,,,,7/9 wilted Dead 
P ,I ,15,A ,NA ,,,,,
P ,I ,15,B ,NA ,,,,,
NA ,I ,16,A ,NA ,,,,,
NA ,I ,16,B ,BH_2_1 ,,,,,
NA ,I ,17,A ,NA ,,,,,
NA ,I ,17,B ,NA ,,,,,
NA ,I ,18,A ,BH_1_1 ,9.4,4,2.5,N,
NA ,I ,18,B ,NA ,,,,,
NA ,I ,19,A ,NA ,,,,,
NA ,I ,19,B ,NA ,,,,,
NA ,I ,20,A ,NA ,,,,,
NA ,I ,20,B ,NA ,,,,,
NA ,I ,21,A ,NA ,,,,,
NA ,I ,21,B ,NA ,,,,,
NA ,I ,22,A ,NA ,,,,,
NA ,I ,22,B ,NA ,,,,,
NA ,I ,23,A ,buffer ,,,,,
NA ,I ,23,B ,buffer ,,,,,
NA ,I ,24,A ,buffer ,,,,,
NA ,I ,24,B ,buffer ,,,,,
P ,I ,1,C ,buffer ,,,,,
P ,I ,1,D ,buffer ,,,,,
P ,I ,2,C ,buffer ,,,,,
P ,I ,2,D ,buffer ,,,,,
P ,I ,3,C ,279,NA,NA,NA,NA ,7/9 wilted Dead 
NA ,I ,3,D ,BH_4_1 ,,,,,
P ,I ,4,D ,164,,,,,
P ,I ,5,C ,370,,,,,
P ,I ,6,C ,97,,,,,
P ,I ,6,D ,335,,,,,6/18/24 wilting 
P ,I ,7,C ,735,,,,,
P ,I ,7,D ,198,,,,,
P ,I ,8,C ,405,,,,,
P ,I ,8,D ,139,,,,,
P ,I ,9,C ,551,,,,,
P ,I ,9,D ,1396,4.2,1.5,0.3,N,7/16 wilting
P ,I ,10,C ,1210,,,,,
P ,I ,10,D ,443,8.5,0.5,0.1,NA ,"very small canopy, can't tell herbivory"
P ,I ,11,C ,1318,,,,,
P ,I ,11,D ,294,,,,,
P ,I ,12,C ,459,,,,,
P ,I ,12,D ,708,5.3,2.3,0.5,N ,
P ,I ,13,C ,1288,,,,,
P ,I ,13,D ,1035,,,,,6/25/24 no leaves 
P ,I ,14,C ,NA ,,,,,
P ,I ,14,D ,NA ,,,,,
NA ,I ,15,C ,NA ,,,,,
NA ,I ,15,D ,NA ,,,,,
NA ,I ,16,C ,NA ,,,,,
NA ,I ,16,D ,NA ,,,,,
NA ,I ,17,C ,NA ,,,,,
NA ,I ,17,D ,NA ,,,,,
NA ,I ,18,C ,NA ,,,,,
NA ,I ,18,D ,NA ,,,,,
NA ,I ,19,C ,NA ,,,,,
NA ,I ,19,D ,NA ,,,,,
NA ,I ,20,C ,NA ,,,,,
NA ,I ,20,D ,NA ,,,,,
NA ,I ,21,C ,NA ,,,,,
NA ,I ,21,D ,NA ,,,,,
NA ,I ,22,C ,NA ,,,,,
NA ,I ,22,D ,NA ,,,,,
NA ,I ,23,C ,buffer ,,,,,
NA ,I ,23,D ,buffer ,,,,,
NA ,I ,24,C ,buffer ,,,,,
NA ,I ,24,D ,buffer ,,,,,
NA ,J ,4,A ,YO7_3_8 ,6.5,5.1,3,N ,
NA ,J ,5,A ,TM2_2_11 ,,,,,TM2 fruiting from 2023 
NA ,J ,8,A ,BH_5_2 ,,,,,
NA ,J ,10,A ,BH_4_2 ,5.4,2.3,2.5,Y ,
NA ,J ,15,A ,YO7_7_11 ,2.1,0.9,1.1,Y ,
NA ,J ,17,B ,TM2_5_12 ,,,,,TM2 fruiting from 2023 
NA ,J ,18,B ,SC 8_2 ,,,,,
NA ,J ,4,D ,TM2_7_7 ,,,,,TM2 fruiting from 2023 
NA ,J ,11,D ,IH_5_2 ,20.2,8.1,6.2,Y ,
NA ,J ,13,C ,BH_6_2 ,6.1,2.2,1.1,N ,
NA ,J ,17,D ,LV1_8_1 ,,,,,6/18/24 turgid stem/no leaves 
NA ,K ,2,B ,IH_4_14 ,,,,,
NA ,K ,4,B ,IH_6_2 ,,,,,
NA ,K ,10,A ,YO7_1_2 ,12.9,18.9,14.6,Y ,7/16 remaining flowers dry 
NA ,K ,13,A ,CC_1_2 ,40.9,9.4,5.5,N ,
NA ,K ,2,C ,YO7_5_13 ,16.1,16.9,15.5,N/A ,no leaves; can't tell herbivory 
NA ,K ,7,C ,SC_6_2 ,,,,,
NA ,K ,8,C ,IH_1_2 ,,,,,6/18/24 no tag 
NA ,K ,12,D ,TM2_6_12 ,,,,,TM2 fruiting from 2023 
