parent.pop,elevation.group,elev_m,ppt_dist,cwd_dist,pck_dist,tmn_dist,tmx_dist,ann_tmean_dist,mean_diurnal_range_dist,temp_seasonality_dist,temp_ann_range_dist,tmean_wettest_month_dist,tmean_driest_month_dist,ann_ppt_dist,ppt_seasonality_dist,ppt_warmest_month_dist,ppt_coldest_month_dist
SC,Low,421.5178299,62.42485714285715,-38.69166666666666,6.687285714285714,-2.3426666666666662,-0.9975714285714297,-1.670119047619048,1.3450952380952383,-1.5915933158012985,-2.5143333333333295,7.005166666666667,3.4813333333333354,470.1273333333333,-64.26753334823499,2.5330000000000004,104.41433333333336
SQ1,Mid,1921.036585,11.49954125,9.096625000000003,-2.1469999999999994,-2.025625,-0.8372083333333329,-1.4314166666666672,1.188416666666667,-0.27910168751532627,-0.3063333333333347,2.671666666666667,0.3177500000000002,158.30299666666662,-20.917719806076462,0.23366666666666625,40.50432999999998
SQ2,Mid,1934.45122,12.921047619047627,-12.273380952380947,-1.8170952380952352,-1.872809523809523,-0.5417142857142849,-1.2072619047619053,1.3310952380952372,0.02873793024579996,-0.32466666666666555,3.0536666666666665,-0.04441666666666677,123.60066666666665,-15.15897077764427,-0.30299999999999994,43.07266666666666
SQ3,High,2373.170732,16.858809047619047,-3.44680952380952,-12.72328571428572,-3.9388571428571426,-2.6902857142857144,-3.31457142857143,1.2485714285714309,-0.15686863967377818,-0.7409999999999961,1.1294999999999997,-2.2939999999999987,151.16499666666664,-16.434900666560623,0.886333333333333,58.01766333333336
TM2,Low,379.1526973,100.94949958333333,-50.37166666666666,6.723333333333334,-1.5123749999999996,-1.0560416666666654,-1.2842083333333338,0.45633333333333503,-1.6901459145298672,-3.185666666666666,6.818499999999999,2.9093333333333327,873.9026633333333,-66.7265046428703,9.697333333333333,222.03999666666664
WL1,Mid,1613.837245,34.48787416666666,-13.085250000000002,-5.058458333333335,-1.7132083333333332,0.6533333333333324,-0.5299374999999991,2.3665416666666665,-0.303479225599121,0.45666666666667055,3.3756666666666666,3.1242777777777775,342.20965999999993,-29.87089697491919,-3.6333333333333333,111.92699333333331
WL2,High,2020.115818,35.18347523809524,-17.22447619047618,-19.52633285714285,-3.027,-1.7533333333333339,-2.3901666666666674,1.2736666666666672,0.1087428360083269,-0.42366666666666575,1.259833333333333,1.0236666666666672,279.43766,-25.892586146632283,-0.8506666666666671,112.70632666666666
WR,Mid,1158,59.526776296296305,-28.154222222222216,0.4481481481481495,0.3745185185185207,1.7695925925925913,1.0720555555555542,1.3950740740740741,-0.1723155049276759,-0.055999999999997385,5.604833333333333,5.7350833333333355,635.2009866666667,-29.995070662019202,-5.225666666666667,222.80898666666667
WV,Mid,748.8570558,29.244888518518515,-26.088296296296292,-0.017740740740738836,-1.9197037037037035,2.410555555555554,0.24542592592592527,4.3302592592592575,0.11957766623095267,3.1783333333333346,4.173166666666666,4.811333333333334,362.6639966666666,-30.706467991198252,-0.7229999999999999,101.17566333333332
YO11,High,2872.295032,-2.7312666666666736,-4.74133333333333,0.36133333333332995,-6.704066666666666,-4.226800000000001,-5.465433333333333,2.477266666666667,-0.7555542368737411,-2.8249999999999957,1.3229999999999995,-4.997333333333332,-46.809666666666686,-63.06840271868991,8.838666666666668,-60.08333333333334
YO4,High,2157.57391,23.284619047619046,-14.794238095238086,-12.738285714285716,-2.9441904761904762,-1.894523809523811,-2.4193571428571428,1.049666666666667,-0.14329387770314295,-1.1249999999999964,1.1376666666666662,0.08658333333333346,196.14566666666667,-18.72533136825345,-1.6573333333333333,77.90233333333336
YO7,High,2469.978665,36.20261055555555,-16.51888888888888,-31.914888888888886,-6.538277777777777,-4.230111111111109,-5.384194444444445,2.3081666666666667,0.30647542290759233,0.21266666666667078,-1.5045000000000004,-2.7286666666666655,217.21566333333328,-28.88610493754973,1.4533333333333331,97.44199666666668
YO8,High,2590.97836,35.79288833333334,-0.3347777777777736,-34.35277722222222,-7.044222222222222,-4.682388888888889,-5.863305555555556,2.361833333333335,0.33117224516553634,0.3170000000000037,-2.0325,-3.062999999999999,214.75732999999997,-29.87580101019418,2.225666666666667,95.45499666666666
