parent.pop,elevation.group,elev_m,Lat,Long,year,month,wtr_yr,cwd,pck,ppt,tmn,tmx
SQ2,Mid,1934.45122,36.66557,-118.83543,2014,jan,2014,32.84,0,28.28,-0.15,12.93
SQ2,Mid,1934.45122,36.66557,-118.83543,2014,feb,2014,38.07,0,92.82,-1.69,9.56
SQ2,Mid,1934.45122,36.66557,-118.83543,2014,mar,2014,45.84,0,112.13,-0.73,11.95
SQ2,Mid,1934.45122,36.66557,-118.83543,2014,apr,2014,59.68,0,93.24,0.63,13.67
SQ2,Mid,1934.45122,36.66557,-118.83543,2014,may,2014,60.49,0,26.69,3.81,17.43
SQ2,Mid,1934.45122,36.66557,-118.83543,2014,jun,2014,71.5,0,0.02,8.53,23.53
SQ2,Mid,1934.45122,36.66557,-118.83543,2014,jul,2014,88.45,0,4.71,14.85,27.4
SQ2,Mid,1934.45122,36.66557,-118.83543,2014,aug,2014,106.13,0,3.41,12.64,25.41
SQ2,Mid,1934.45122,36.66557,-118.83543,2014,sep,2014,105.91,0,17.06,11.48,24.04
SQ2,Mid,1934.45122,36.66557,-118.83543,2014,oct,2014,79.6,0,0,6.98,19.98
SQ2,Mid,1934.45122,36.66557,-118.83543,2014,nov,2015,43.14,0,66.85,1.44,13.3
SQ2,Mid,1934.45122,36.66557,-118.83543,2014,dec,2015,27.35,25.89,150.68,-1.92,7.85
SQ2,Mid,1934.45122,36.66557,-118.83543,2015,jan,2015,28.58,0,4.98,-0.51,11.22
SQ2,Mid,1934.45122,36.66557,-118.83543,2015,feb,2015,37.49,0,112.64,0.63,13.05
SQ2,Mid,1934.45122,36.66557,-118.83543,2015,mar,2015,44.09,0,12.68,1.06,13.67
SQ2,Mid,1934.45122,36.66557,-118.83543,2015,apr,2015,60.55,0,37.2,0.53,12.86
SQ2,Mid,1934.45122,36.66557,-118.83543,2015,may,2015,58.29,0,36.22,2.76,13.65
SQ2,Mid,1934.45122,36.66557,-118.83543,2015,jun,2015,74.69,0,13.14,10.53,24.03
SQ2,Mid,1934.45122,36.66557,-118.83543,2015,jul,2015,49.93,0,47.53,12.24,24.24
SQ2,Mid,1934.45122,36.66557,-118.83543,2015,aug,2015,102.6,0,1.08,14.12,26.55
SQ2,Mid,1934.45122,36.66557,-118.83543,2015,sep,2015,105.18,0,3.82,11.9,24.12
SQ2,Mid,1934.45122,36.66557,-118.83543,2015,oct,2015,79.23,0,39.75,7.02,17.55
SQ2,Mid,1934.45122,36.66557,-118.83543,2015,nov,2016,36.78,0,118.06,-2.08,9.45
SQ2,Mid,1934.45122,36.66557,-118.83543,2015,dec,2016,24.43,83.02,157.05,-4.49,6.07
SQ2,Mid,1934.45122,36.66557,-118.83543,2016,jan,2016,23.98,177.97,212.49,-3.65,7.32
SQ2,Mid,1934.45122,36.66557,-118.83543,2016,feb,2016,34.78,151.94,104.02,-2.42,12.08
SQ2,Mid,1934.45122,36.66557,-118.83543,2016,mar,2016,40.55,69.58,150.87,-1.02,10.32
SQ2,Mid,1934.45122,36.66557,-118.83543,2016,apr,2016,60.53,0,60.31,1.31,12.76
SQ2,Mid,1934.45122,36.66557,-118.83543,2016,may,2016,58.41,0,25.9,3.69,14.81
SQ2,Mid,1934.45122,36.66557,-118.83543,2016,jun,2016,73.6,0,6.59,10.93,24.38
SQ2,Mid,1934.45122,36.66557,-118.83543,2016,jul,2016,85.96,0,0,13.86,26.98
SQ2,Mid,1934.45122,36.66557,-118.83543,2016,aug,2016,107.57,0,0.04,12.92,26.78
SQ2,Mid,1934.45122,36.66557,-118.83543,2016,sep,2016,104.08,0,0.09,9.03,22.81
SQ2,Mid,1934.45122,36.66557,-118.83543,2016,oct,2016,79.02,0,83.36,6.25,17.4
SQ2,Mid,1934.45122,36.66557,-118.83543,2016,nov,2017,40.16,0,49.41,2.43,12.45
SQ2,Mid,1934.45122,36.66557,-118.83543,2016,dec,2017,25.84,62.5,208.05,-2.7,7.94
SQ2,Mid,1934.45122,36.66557,-118.83543,2017,jan,2017,20.43,535.02,663.64,-4.9,5.15
SQ2,Mid,1934.45122,36.66557,-118.83543,2017,feb,2017,27.19,652.9699,320.64,-2.08,7.08
SQ2,Mid,1934.45122,36.66557,-118.83543,2017,mar,2017,42.32,518.39,94.38,0.04,11.92
SQ2,Mid,1934.45122,36.66557,-118.83543,2017,apr,2017,46.06,279.94,118.3,0.3,11.9
SQ2,Mid,1934.45122,36.66557,-118.83543,2017,may,2017,60.54,0,14.96,4.22,17.1
SQ2,Mid,1934.45122,36.66557,-118.83543,2017,jun,2017,68.62,0,7.98,9.93,23.14
SQ2,Mid,1934.45122,36.66557,-118.83543,2017,jul,2017,77.48,0,0.54,14.24,27.77
SQ2,Mid,1934.45122,36.66557,-118.83543,2017,aug,2017,92.54,0,5.35,13.42,26.72
SQ2,Mid,1934.45122,36.66557,-118.83543,2017,sep,2017,92.19,0,16.13,8.83,21.55
SQ2,Mid,1934.45122,36.66557,-118.83543,2017,oct,2017,75.37,0,4.65,4.86,19.18
SQ2,Mid,1934.45122,36.66557,-118.83543,2017,nov,2018,42.61,0,83.03,1.5,13.79
SQ2,Mid,1934.45122,36.66557,-118.83543,2017,dec,2018,29.56,0,3.43,-0.31,11.67
SQ2,Mid,1934.45122,36.66557,-118.83543,2018,jan,2018,29.62,0,96.45,-0.74,10.74
SQ2,Mid,1934.45122,36.66557,-118.83543,2018,feb,2018,32.6,0,22.99,-3.72,8.48
SQ2,Mid,1934.45122,36.66557,-118.83543,2018,mar,2018,26.17,116.2,371.03,-3.51,7.73
SQ2,Mid,1934.45122,36.66557,-118.83543,2018,apr,2018,43.5,0,86.92,1.06,13.72
SQ2,Mid,1934.45122,36.66557,-118.83543,2018,may,2018,59.86,0,10.76,4.68,15.74
SQ2,Mid,1934.45122,36.66557,-118.83543,2018,jun,2018,72.76,0,0.12,8.52,22.98
SQ2,Mid,1934.45122,36.66557,-118.83543,2018,jul,2018,90.14,0,9.69,14.88,27.81
SQ2,Mid,1934.45122,36.66557,-118.83543,2018,aug,2018,111.94,0,0.26,13.21,26.93
SQ2,Mid,1934.45122,36.66557,-118.83543,2018,sep,2018,109.29,0,1.2,11.33,24.07
SQ2,Mid,1934.45122,36.66557,-118.83543,2018,oct,2018,77.04,0,52.75,4.97,15.89
SQ2,Mid,1934.45122,36.66557,-118.83543,2018,nov,2019,40.49,0,148.72,2.57,13.2
SQ2,Mid,1934.45122,36.66557,-118.83543,2018,dec,2019,26.75,0,47.86,-1.62,8.33
SQ2,Mid,1934.45122,36.66557,-118.83543,2019,jan,2019,25.9,54.69,195.16,-2.02,8.14
SQ2,Mid,1934.45122,36.66557,-118.83543,2019,feb,2019,22.98,388.84,376.86,-6.69,3.34
SQ2,Mid,1934.45122,36.66557,-118.83543,2019,mar,2019,24.14,432.87,252.5,-2.63,7.32
SQ2,Mid,1934.45122,36.66557,-118.83543,2019,apr,2019,61.13,135.94,34.01,1.49,13.3
SQ2,Mid,1934.45122,36.66557,-118.83543,2019,may,2019,23.17,0,138.09,1.49,11.77
SQ2,Mid,1934.45122,36.66557,-118.83543,2019,jun,2019,25.39,0,19.29,8.88,21.84
SQ2,Mid,1934.45122,36.66557,-118.83543,2019,jul,2019,78.99,0,5.34,12.01,24.53
SQ2,Mid,1934.45122,36.66557,-118.83543,2019,aug,2019,97.64,0,0,13.53,26.1
SQ2,Mid,1934.45122,36.66557,-118.83543,2019,sep,2019,99.07,0,2.41,9.56,22.26
SQ2,Mid,1934.45122,36.66557,-118.83543,2019,oct,2019,75.42,0,0,4.16,16.5
SQ2,Mid,1934.45122,36.66557,-118.83543,2019,nov,2020,43.84,0,99.29,1.49,13.41
SQ2,Mid,1934.45122,36.66557,-118.83543,2019,dec,2020,25.86,64.67,160.06,-2.4,5.85
SQ2,Mid,1934.45122,36.66557,-118.83543,2020,jan,2020,26.72,43.26,26.21,-2.23,8.84
SQ2,Mid,1934.45122,36.66557,-118.83543,2020,feb,2020,34.85,0,16.22,-1.04,10.3
SQ2,Mid,1934.45122,36.66557,-118.83543,2020,mar,2020,36.27,2.87,118.15,-3.94,6.81
SQ2,Mid,1934.45122,36.66557,-118.83543,2020,apr,2020,41.17,0,144.61,0.89,11.91
SQ2,Mid,1934.45122,36.66557,-118.83543,2020,may,2020,26.37,0,40.19,5.12,17.9
SQ2,Mid,1934.45122,36.66557,-118.83543,2020,jun,2020,73.04,0,2.16,8.66,21.85
SQ2,Mid,1934.45122,36.66557,-118.83543,2020,jul,2020,92.02,0,0.12,13.58,26.18
SQ2,Mid,1934.45122,36.66557,-118.83543,2020,aug,2020,117.56,0,6.31,15.5,28.1
SQ2,Mid,1934.45122,36.66557,-118.83543,2020,sep,2020,113.76,0,0,14.01,25.61
SQ2,Mid,1934.45122,36.66557,-118.83543,2020,oct,2020,85.45,0,0,7.9,21.7
SQ2,Mid,1934.45122,36.66557,-118.83543,2020,nov,2021,43.82,0,25.39,1.53,12.16
SQ2,Mid,1934.45122,36.66557,-118.83543,2020,dec,2021,29.72,0,59.7,-0.98,9.44
SQ2,Mid,1934.45122,36.66557,-118.83543,2021,jan,2021,27.76,42.33,128.12,-3.5,7.8
SQ2,Mid,1934.45122,36.66557,-118.83543,2021,feb,2021,34.21,9.54,27.76,-2.58,8.71
SQ2,Mid,1934.45122,36.66557,-118.83543,2021,mar,2021,38.65,0,76.51,-3.92,7.93
SQ2,Mid,1934.45122,36.66557,-118.83543,2021,apr,2021,62.4,0,8.52,1.7,14.04
SQ2,Mid,1934.45122,36.66557,-118.83543,2021,may,2021,65.06,0,3.09,5.32,18.1
SQ2,Mid,1934.45122,36.66557,-118.83543,2021,jun,2021,86.06,0,0.17,12.05,25.3
SQ2,Mid,1934.45122,36.66557,-118.83543,2021,jul,2021,116.68,0,6.04,16.47,28.49
SQ2,Mid,1934.45122,36.66557,-118.83543,2021,aug,2021,134.04,0,4.09,14.83,27.16
SQ2,Mid,1934.45122,36.66557,-118.83543,2021,sep,2021,112.87,0,1.74,12.11,23.96
SQ2,Mid,1934.45122,36.66557,-118.83543,2021,oct,2021,74.66,0,102.68,3.36,15.02
SQ2,Mid,1934.45122,36.66557,-118.83543,2021,nov,2022,41.89,0,13.38,4.31,14.48
SQ2,Mid,1934.45122,36.66557,-118.83543,2021,dec,2022,25.48,139.86,362.62,-1.38,6.44
SQ2,Mid,1934.45122,36.66557,-118.83543,2022,jan,2022,27.62,97.99,0,-0.15,9.66
SQ2,Mid,1934.45122,36.66557,-118.83543,2022,feb,2022,32.45,62.45,13.77,-3.17,8.62
SQ2,Mid,1934.45122,36.66557,-118.83543,2022,mar,2022,41.24,0,50.59,-0.49,10.82
SQ2,Mid,1934.45122,36.66557,-118.83543,2022,apr,2022,59.86,0,58.45,1.27,12.05
SQ2,Mid,1934.45122,36.66557,-118.83543,2022,may,2022,59.41,0,1.71,3.82,15.97
SQ2,Mid,1934.45122,36.66557,-118.83543,2022,jun,2022,73.39,0,4.87,8.83,22.1
SQ2,Mid,1934.45122,36.66557,-118.83543,2022,jul,2022,91.21,0,0.05,13.41,26.3
SQ2,Mid,1934.45122,36.66557,-118.83543,2022,aug,2022,103.02,0,13.59,14.56,26.51
SQ2,Mid,1934.45122,36.66557,-118.83543,2022,sep,2022,112.06,0,14.01,12.66,23.96
SQ2,Mid,1934.45122,36.66557,-118.83543,2022,oct,2022,80.98,0,0,7.82,19.34
SQ2,Mid,1934.45122,36.66557,-118.83543,2022,nov,2023,39.01,0,123.14,-0.95,8.69
SQ2,Mid,1934.45122,36.66557,-118.83543,2022,dec,2023,24.6,150.88,315.56,-2.32,5.97
SQ2,Mid,1934.45122,36.66557,-118.83543,2023,jan,2023,19.95,563.5599,519.9299,-5.03,4.19
SQ2,Mid,1934.45122,36.66557,-118.83543,2023,feb,2023,24.38,726.71,236.3,-5.64,5.06
SQ2,Mid,1934.45122,36.66557,-118.83543,2023,mar,2023,21.31,1176.0999,577.45,-5.87,4.25
SQ2,Mid,1934.45122,36.66557,-118.83543,2023,apr,2023,57.67,939.1199,14.16,-0.67,11.58
SQ2,Mid,1934.45122,36.66557,-118.83543,2023,may,2023,58.09,427.52,20.25,3.53,14.57
SQ2,Mid,1934.45122,36.66557,-118.83543,2023,jun,2023,41.06,0,19.58,5.92,17.24
SQ2,Mid,1934.45122,36.66557,-118.83543,2023,jul,2023,68.2,0,5.26,13.97,26.67
SQ2,Mid,1934.45122,36.66557,-118.83543,2023,aug,2023,38.96,0,62.7,12.74,23.83
SQ2,Mid,1934.45122,36.66557,-118.83543,2023,sep,2023,71.35,0,8.02,9.18,20.17
SQ2,Mid,1934.45122,36.66557,-118.83543,2023,oct,2023,68.89,0,10.96,5.65,16.93
SQ3,High,2373.170732,36.72109,-118.84933,1993,nov,1994,41.37,0,83.75,-1.55,8.66
SQ3,High,2373.170732,36.72109,-118.84933,1993,dec,1994,30.71,35.95,98.39,-4.02,6.05
SQ3,High,2373.170732,36.72109,-118.84933,1994,jan,1994,31.21,36.29,52.13,-3.48,7.6
SQ3,High,2373.170732,36.72109,-118.84933,1994,feb,1994,33.99,260.7,262.68,-8.36,3.58
SQ3,High,2373.170732,36.72109,-118.84933,1994,mar,1994,45.27,168.25,41.48,-2.66,9.38
SQ3,High,2373.170732,36.72109,-118.84933,1994,apr,1994,38.32,28.23,106.95,-2.57,9.21
SQ3,High,2373.170732,36.72109,-118.84933,1994,may,1994,16.43,0,58.07,0.82,12.41
SQ3,High,2373.170732,36.72109,-118.84933,1994,jun,1994,95.13,0,0.01,6.79,19.88
SQ3,High,2373.170732,36.72109,-118.84933,1994,jul,1994,114.35,0,6.24,10.3,23.88
SQ3,High,2373.170732,36.72109,-118.84933,1994,aug,1994,125.61,0,0.3,11.75,24.41
SQ3,High,2373.170732,36.72109,-118.84933,1994,sep,1994,105.29,0,55.4,7.31,19.03
SQ3,High,2373.170732,36.72109,-118.84933,1994,oct,1994,66.67,0,80.23,0.55,12.19
SQ3,High,2373.170732,36.72109,-118.84933,1994,nov,1995,31.19,133.02,171.3,-5.83,3.94
SQ3,High,2373.170732,36.72109,-118.84933,1994,dec,1995,29.68,185.02,97,-4.58,4.98
SQ3,High,2373.170732,36.72109,-118.84933,1995,jan,1995,23.61,672.96,517.15,-6.44,2.64
SQ3,High,2373.170732,36.72109,-118.84933,1995,feb,1995,45.6,655.6599,79.45,-3.72,10.42
SQ3,High,2373.170732,36.72109,-118.84933,1995,mar,1995,26.13,991.95,525.3199,-5.56,5.29
SQ3,High,2373.170732,36.72109,-118.84933,1995,apr,1995,17.11,936.8199,110.07,-4.59,7.04
SQ3,High,2373.170732,36.72109,-118.84933,1995,may,1995,14.97,708.4899,167.24,-1.42,8.83
SQ3,High,2373.170732,36.72109,-118.84933,1995,jun,1995,52.87,93.73,68.27,2.58,15.75
SQ3,High,2373.170732,36.72109,-118.84933,1995,jul,1995,90.58,0,5.44,8.69,21.67
SQ3,High,2373.170732,36.72109,-118.84933,1995,aug,1995,85.12,0,0.2,9.25,22.94
SQ3,High,2373.170732,36.72109,-118.84933,1995,sep,1995,84.23,0,0.34,4.96,20.65
SQ3,High,2373.170732,36.72109,-118.84933,1995,oct,1995,77.08,0,0,5.18,17.25
SQ3,High,2373.170732,36.72109,-118.84933,1995,nov,1996,46.87,0,0.84,2.24,13.94
SQ3,High,2373.170732,36.72109,-118.84933,1995,dec,1996,30.28,109.91,185.17,-5.89,6.07
SQ3,High,2373.170732,36.72109,-118.84933,1996,jan,1996,26.43,287.48,273.91,-6.5,6.16
SQ3,High,2373.170732,36.72109,-118.84933,1996,feb,1996,36.37,567.3199,408.25,-5.92,5.3
SQ3,High,2373.170732,36.72109,-118.84933,1996,mar,1996,31.18,591.3599,165.07,-5.26,7.89
SQ3,High,2373.170732,36.72109,-118.84933,1996,apr,1996,18.97,436.06,146.47,-2.23,10.41
SQ3,High,2373.170732,36.72109,-118.84933,1996,may,1996,16.98,0,57.37,1.51,14.03
SQ3,High,2373.170732,36.72109,-118.84933,1996,jun,1996,88.7,0,10.04,5.93,18.91
SQ3,High,2373.170732,36.72109,-118.84933,1996,jul,1996,100.69,0,6.29,11.47,23.66
SQ3,High,2373.170732,36.72109,-118.84933,1996,aug,1996,88.19,0,10.7,11.89,24.36
SQ3,High,2373.170732,36.72109,-118.84933,1996,sep,1996,101.03,0,3.39,5.93,19.53
SQ3,High,2373.170732,36.72109,-118.84933,1996,oct,1996,73.53,0,65.13,1.42,13.36
SQ3,High,2373.170732,36.72109,-118.84933,1996,nov,1997,38.49,35.34,299.74,-2.29,9.08
SQ3,High,2373.170732,36.72109,-118.84933,1996,dec,1997,29.07,282.58,482.41,-3.31,6.38
SQ3,High,2373.170732,36.72109,-118.84933,1997,jan,1997,25.15,713.6599,591.3799,-6.15,5.14
SQ3,High,2373.170732,36.72109,-118.84933,1997,feb,1997,39.77,713.71,27.26,-6.48,6.04
SQ3,High,2373.170732,36.72109,-118.84933,1997,mar,1997,46.46,594.1099,12.83,-2.77,11.05
SQ3,High,2373.170732,36.72109,-118.84933,1997,apr,1997,44.12,417.02,4.72,-2.88,9.2
SQ3,High,2373.170732,36.72109,-118.84933,1997,may,1997,58.19,0,3.61,3.51,16.36
SQ3,High,2373.170732,36.72109,-118.84933,1997,jun,1997,85.65,0,10.36,4.89,17.02
SQ3,High,2373.170732,36.72109,-118.84933,1997,jul,1997,94.97,0,9.68,8.51,21.08
SQ3,High,2373.170732,36.72109,-118.84933,1997,aug,1997,100.7,0,0.23,10.53,23.21
SQ3,High,2373.170732,36.72109,-118.84933,1997,sep,1997,96.5,0,22.35,6.92,18.86
SQ3,High,2373.170732,36.72109,-118.84933,1997,oct,1997,73.22,0,40.9,2.44,13.97
SQ3,High,2373.170732,36.72109,-118.84933,1997,nov,1998,40.17,0,128.95,-2.3,9.09
SQ3,High,2373.170732,36.72109,-118.84933,1997,dec,1998,28.24,119.36,166.17,-6.9,5.05
SQ3,High,2373.170732,36.72109,-118.84933,1998,jan,1998,25.94,316.28,273.89,-6.21,5.1
SQ3,High,2373.170732,36.72109,-118.84933,1998,feb,1998,32.29,770.4899,466.17,-8.16,2.33
SQ3,High,2373.170732,36.72109,-118.84933,1998,mar,1998,27.36,845.77,214.87,-5.45,6.89
SQ3,High,2373.170732,36.72109,-118.84933,1998,apr,1998,16.15,885.59,161.76,-5.99,5.55
SQ3,High,2373.170732,36.72109,-118.84933,1998,may,1998,13.9,774.53,149.46,-3.29,6.49
SQ3,High,2373.170732,36.72109,-118.84933,1998,jun,1998,50.94,233.14,119.78,2.02,13.55
SQ3,High,2373.170732,36.72109,-118.84933,1998,jul,1998,91.78,0,1.08,9.11,22.58
SQ3,High,2373.170732,36.72109,-118.84933,1998,aug,1998,85.21,0,7.34,8.64,24.78
SQ3,High,2373.170732,36.72109,-118.84933,1998,sep,1998,71.66,0,55.5,6.43,17.76
SQ3,High,2373.170732,36.72109,-118.84933,1998,oct,1998,66.34,0,23.36,0.25,11.86
SQ3,High,2373.170732,36.72109,-118.84933,1998,nov,1999,38.51,0,86.33,-2.83,8.15
SQ3,High,2373.170732,36.72109,-118.84933,1998,dec,1999,29.24,44.24,86.56,-6.55,6.39
SQ3,High,2373.170732,36.72109,-118.84933,1999,jan,1999,30.15,138.43,191.92,-4.99,7.17
SQ3,High,2373.170732,36.72109,-118.84933,1999,feb,1999,40.2,204.8,128.69,-6.26,6.29
SQ3,High,2373.170732,36.72109,-118.84933,1999,mar,1999,40.75,202.09,83.07,-5.5,6.61
SQ3,High,2373.170732,36.72109,-118.84933,1999,apr,1999,33.2,188.89,108.72,-5.51,5.84
SQ3,High,2373.170732,36.72109,-118.84933,1999,may,1999,53.32,0,18.34,0.6,12.86
SQ3,High,2373.170732,36.72109,-118.84933,1999,jun,1999,62.96,0,23.16,4.38,17.34
SQ3,High,2373.170732,36.72109,-118.84933,1999,jul,1999,72.6,0,24.89,10.16,22.37
SQ3,High,2373.170732,36.72109,-118.84933,1999,aug,1999,105.37,0,4.88,9,21.68
SQ3,High,2373.170732,36.72109,-118.84933,1999,sep,1999,104.41,0,17.95,8.9,21.61
SQ3,High,2373.170732,36.72109,-118.84933,1999,oct,1999,83.03,0,4.66,6.62,19.22
SQ3,High,2373.170732,36.72109,-118.84933,1999,nov,2000,46.96,0,71.4,-0.22,12.72
SQ3,High,2373.170732,36.72109,-118.84933,1999,dec,2000,33.26,0,3.47,-2.66,7.99
SQ3,High,2373.170732,36.72109,-118.84933,2000,jan,2000,28.32,170.91,279.63,-4.93,5.83
SQ3,High,2373.170732,36.72109,-118.84933,2000,feb,2000,35.67,459.31,398.9,-6.52,5.06
SQ3,High,2373.170732,36.72109,-118.84933,2000,mar,2000,42,446.38,99.15,-5.06,7.65
SQ3,High,2373.170732,36.72109,-118.84933,2000,apr,2000,46.24,251.24,82.84,-1.78,10.89
SQ3,High,2373.170732,36.72109,-118.84933,2000,may,2000,54.05,0,44.66,2.89,15.04
SQ3,High,2373.170732,36.72109,-118.84933,2000,jun,2000,60.62,0,26.72,8.57,21.49
SQ3,High,2373.170732,36.72109,-118.84933,2000,jul,2000,101.65,0,1.3,9.25,22.56
SQ3,High,2373.170732,36.72109,-118.84933,2000,aug,2000,113.1,0,6.28,10.78,23.73
SQ3,High,2373.170732,36.72109,-118.84933,2000,sep,2000,102.02,0,10.19,7.14,20.3
SQ3,High,2373.170732,36.72109,-118.84933,2000,oct,2000,71.01,0,150.49,1.23,12.66
SQ3,High,2373.170732,36.72109,-118.84933,2000,nov,2001,35.53,0,26.56,-5.24,6.36
SQ3,High,2373.170732,36.72109,-118.84933,2000,dec,2001,33.47,0,15.51,-2.65,9.61
SQ3,High,2373.170732,36.72109,-118.84933,2001,jan,2001,26.22,137.54,174.53,-8.84,4.47
SQ3,High,2373.170732,36.72109,-118.84933,2001,feb,2001,34.93,318.68,204.6,-8.91,3.1
SQ3,High,2373.170732,36.72109,-118.84933,2001,mar,2001,43.07,270.39,66.17,-4.27,8.21
SQ3,High,2373.170732,36.72109,-118.84933,2001,apr,2001,16.59,294.34,185.29,-5.69,6.58
SQ3,High,2373.170732,36.72109,-118.84933,2001,may,2001,60.29,0,0.77,4.12,18.61
SQ3,High,2373.170732,36.72109,-118.84933,2001,jun,2001,90.98,0,0,6.04,21.08
SQ3,High,2373.170732,36.72109,-118.84933,2001,jul,2001,73.2,0,25.61,9.12,22.37
SQ3,High,2373.170732,36.72109,-118.84933,2001,aug,2001,113.18,0,0.02,11.42,25.63
SQ3,High,2373.170732,36.72109,-118.84933,2001,sep,2001,107.98,0,0.35,8.88,22.36
SQ3,High,2373.170732,36.72109,-118.84933,2001,oct,2001,82.58,0,37.45,4.74,18.46
SQ3,High,2373.170732,36.72109,-118.84933,2001,nov,2002,40.58,0,214.42,-2.02,9.33
SQ3,High,2373.170732,36.72109,-118.84933,2001,dec,2002,25.78,236.21,291.38,-6.8,4.02
SQ3,High,2373.170732,36.72109,-118.84933,2002,jan,2002,28.35,309.27,116.94,-7.22,6.39
SQ3,High,2373.170732,36.72109,-118.84933,2002,feb,2002,43.45,291.44,40.84,-4.78,8.81
SQ3,High,2373.170732,36.72109,-118.84933,2002,mar,2002,40.4,349.57,169.55,-6.37,7
SQ3,High,2373.170732,36.72109,-118.84933,2002,apr,2002,45.46,160.04,45.51,-2.29,10.37
SQ3,High,2373.170732,36.72109,-118.84933,2002,may,2002,53.28,0,32.16,0.28,13.12
SQ3,High,2373.170732,36.72109,-118.84933,2002,jun,2002,90.4,0,2.17,6.16,20.36
SQ3,High,2373.170732,36.72109,-118.84933,2002,jul,2002,104.02,0,1.36,11.17,25.68
SQ3,High,2373.170732,36.72109,-118.84933,2002,aug,2002,109.04,0,0,9.43,24.14
SQ3,High,2373.170732,36.72109,-118.84933,2002,sep,2002,104.76,0,0.28,7.22,21.69
SQ3,High,2373.170732,36.72109,-118.84933,2002,oct,2002,74.35,0,5.83,1,14.2
SQ3,High,2373.170732,36.72109,-118.84933,2002,nov,2003,45.45,0,305.12,-1.74,10.83
SQ3,High,2373.170732,36.72109,-118.84933,2002,dec,2003,25.78,177.5,218.11,-6.62,3.83
SQ3,High,2373.170732,36.72109,-118.84933,2003,jan,2003,32.61,151.91,21.1,-3.89,10.45
SQ3,High,2373.170732,36.72109,-118.84933,2003,feb,2003,40.11,225.21,137.3,-6.26,6.2
SQ3,High,2373.170732,36.72109,-118.84933,2003,mar,2003,42.36,234.76,150.39,-4.81,7.86
SQ3,High,2373.170732,36.72109,-118.84933,2003,apr,2003,16.28,292.87,198.2,-5.62,5.56
SQ3,High,2373.170732,36.72109,-118.84933,2003,may,2003,16.88,0,84.62,1.48,13.63
SQ3,High,2373.170732,36.72109,-118.84933,2003,jun,2003,90.69,0,0.24,6.34,20.51
SQ3,High,2373.170732,36.72109,-118.84933,2003,jul,2003,77.44,0,28.04,12.26,25.45
SQ3,High,2373.170732,36.72109,-118.84933,2003,aug,2003,95.77,0,29.51,10.21,22.93
SQ3,High,2373.170732,36.72109,-118.84933,2003,sep,2003,104.71,0,9.51,10.15,23.31
SQ3,High,2373.170732,36.72109,-118.84933,2003,oct,2003,84.94,0,1.13,7.33,20.34
SQ3,High,2373.170732,36.72109,-118.84933,2003,nov,2004,39.62,13.75,84.86,-4.2,6.13
SQ3,High,2373.170732,36.72109,-118.84933,2003,dec,2004,28.63,200.88,291.79,-4.9,5.32
SQ3,High,2373.170732,36.72109,-118.84933,2004,jan,2004,28.51,254.91,92.71,-6.45,5.89
SQ3,High,2373.170732,36.72109,-118.84933,2004,feb,2004,35.39,442.31,209.08,-8,2.91
SQ3,High,2373.170732,36.72109,-118.84933,2004,mar,2004,48.61,305.52,50.47,-1.62,12.66
SQ3,High,2373.170732,36.72109,-118.84933,2004,apr,2004,46.33,87.24,15.7,-1.56,10.77
SQ3,High,2373.170732,36.72109,-118.84933,2004,may,2004,55.54,0,6.96,1.63,14.69
SQ3,High,2373.170732,36.72109,-118.84933,2004,jun,2004,90.54,0,1.28,6.3,20.14
SQ3,High,2373.170732,36.72109,-118.84933,2004,jul,2004,102.6,0,4.63,10.56,23.8
SQ3,High,2373.170732,36.72109,-118.84933,2004,aug,2004,108.77,0,0.53,10.22,23.61
SQ3,High,2373.170732,36.72109,-118.84933,2004,sep,2004,103.22,0,2.15,7.4,20.47
SQ3,High,2373.170732,36.72109,-118.84933,2004,oct,2004,71.54,0,188.36,1.02,12.2
SQ3,High,2373.170732,36.72109,-118.84933,2004,nov,2005,37.83,0,48.43,-3.08,7.55
SQ3,High,2373.170732,36.72109,-118.84933,2004,dec,2005,31.44,43.28,138.77,-4.21,7.66
SQ3,High,2373.170732,36.72109,-118.84933,2005,jan,2005,25.95,266.4,356.69,-5.51,6.13
SQ3,High,2373.170732,36.72109,-118.84933,2005,feb,2005,41.23,310.15,110.76,-5.15,6.48
SQ3,High,2373.170732,36.72109,-118.84933,2005,mar,2005,29.45,385.05,259.49,-4.54,7.42
SQ3,High,2373.170732,36.72109,-118.84933,2005,apr,2005,26.1,287.17,88.09,-4.01,8.02
SQ3,High,2373.170732,36.72109,-118.84933,2005,may,2005,16.71,0,98.11,1.26,13.18
SQ3,High,2373.170732,36.72109,-118.84933,2005,jun,2005,84.48,0,0.03,3.92,16.86
SQ3,High,2373.170732,36.72109,-118.84933,2005,jul,2005,105.23,0,0.4,12.53,26.09
SQ3,High,2373.170732,36.72109,-118.84933,2005,aug,2005,95.5,0,10.85,11.13,24.19
SQ3,High,2373.170732,36.72109,-118.84933,2005,sep,2005,101.37,0,14.84,5.75,18.46
SQ3,High,2373.170732,36.72109,-118.84933,2005,oct,2005,74.76,0,12.6,1.87,14.7
SQ3,High,2373.170732,36.72109,-118.84933,2005,nov,2006,46.37,0,20.38,0.1,11.51
