parent.pop,elevation.group,elev_m,Lat,Long,year,cwd,pck,ppt,tmn,tmx,ann_tmean,mean_diurnal_range,temp_seasonality,temp_ann_range,ann_ppt,ppt_seasonality,tmean_wettest_month,tmean_driest_month,ppt_warmest_month,ppt_coldest_month
SC,Low,421.5178299,38.41167,-120.73583000000001,2009,45.261428571428574,0,79.81857142857142,5.877142857142857,18.841428571428573,12.359285714285717,12.964285714285715,5.385491643118132,26.61,558.73,66.59195646051677,8.790000000000001,20.33,2.27,155.67
SC,Low,421.5178299,38.41167,-120.73583000000001,2010,37.42857142857143,0,119.75571428571429,6.304285714285714,17.444285714285712,11.874285714285715,11.14,4.410584266446858,24.89,838.2900000000001,68.45400683735458,9.07,21.045,1.2,255.62
SC,Low,421.5178299,38.41167,-120.73583000000001,2011,31.41142857142857,0,93.9042857142857,4.791428571428572,16.76142857142857,10.776428571428571,11.97,4.542754959168238,25.74,657.3299999999999,101.09399075027518,9.075,7.29,59.94,285.31
SC,Low,421.5178299,38.41167,-120.73583000000001,2012,41.66571428571429,0,106.21714285714286,5.497142857142857,18.494285714285713,11.995714285714286,12.997142857142856,4.891533015128819,26.48,743.52,87.24172512882772,7.074999999999999,17.095,10.85,245.6
SC,Low,421.5178299,38.41167,-120.73583000000001,2013,45.87714285714286,0,24.71142857142857,5.582857142857144,19.874285714285715,12.728571428571428,14.29142857142857,5.760412104966764,30.3,172.98,63.584683351091535,12.23,17.985,13.57,56.91
SC,Low,421.5178299,38.41167,-120.73583000000001,2014,46.81857142857143,0,95.47,7.214285714285714,20.452857142857145,13.833571428571428,13.23857142857143,4.457746734885346,26.78,668.29,101.38433518170636,9.47,21.625,0,240.6
SC,Low,421.5178299,38.41167,-120.73583000000001,2015,50.83,0,60.28,6.791428571428572,20.225714285714286,13.508571428571427,13.434285714285714,5.320404679381161,30.540000000000003,421.96,111.62835626317155,6.455,23.125,0.68,170.22
SC,Low,421.5178299,38.41167,-120.73583000000001,2016,43.88857142857143,0,99.07142857142857,6.881428571428572,19.26,13.070714285714285,12.378571428571428,5.402887675872527,29.72,693.5,92.69893751398602,11.555,22.505,0,222.94
SC,Low,421.5178299,38.41167,-120.73583000000001,2017,39.58,1.0814285714285716,146.2185714285714,6.62,18.655714285714286,12.637857142857143,12.035714285714285,5.507966092505515,28.369999999999997,1023.53,113.99552921494949,6.095,17.62,11.85,410.32
SC,Low,421.5178299,38.41167,-120.73583000000001,2018,44.02,0,83.3757142857143,6.097142857142857,18.964285714285715,12.530714285714286,12.867142857142856,4.743342201243258,27.729999999999997,583.63,104.69683159831048,9.57,20.99,0,252.39
