parent.pop,elevation.group,elev_m,Lat,Long,year,ann_tmean,mean_diurnal_range,temp_seasonality,temp_ann_range,tmean_wettest_quarter,tmean_driest_quarter,ann_ppt,ppt_seasonality,ppt_warmest_quarter,ppt_coldest_quarter
BH,Low,511.4294422,37.40985,-119.96458,1907,15.162083333333333,14.605833333333333,646.7210111693287,33.82,8.413333333333332,19.563333333333333,838.86,134.07816608234512,28.32,438.78999999999996
BH,Low,511.4294422,37.40985,-119.96458,1908,15.32375,16.059166666666666,691.0233887963824,36.63,7.656666666666666,20.561666666666667,378.22999999999996,115.8888764959243,22.15,263.51
BH,Low,511.4294422,37.40985,-119.96458,1909,14.892083333333334,14.9825,683.8410055219952,34.24,7.271666666666667,20.044999999999998,717.9,174.0118658497347,0.19,551.97
BH,Low,511.4294422,37.40985,-119.96458,1910,15.386249999999999,15.249166666666666,722.4269741327116,34.989999999999995,6.2299999999999995,20.126666666666665,588.0500000000001,117.80804377486247,38.09,334.69
BH,Low,511.4294422,37.40985,-119.96458,1911,14.656666666666666,15.28,634.9841563282337,35.51,7.4799999999999995,14.829999999999998,785.7600000000001,174.32983232959617,206.39000000000001,489.24
BH,Low,511.4294422,37.40985,-119.96458,1912,13.979583333333334,15.895833333333332,620.2600795536327,33.79,11.535000000000002,12.418333333333335,350.17,113.96265412585376,115.53,93.83
BH,Low,511.4294422,37.40985,-119.96458,1913,14.749583333333334,16.3975,701.6013973997866,35.71,6.541666666666667,17.091666666666665,315.9,104.0153173896209,30.419999999999998,150.76
BH,Low,511.4294422,37.40985,-119.96458,1914,15.1525,15.385,611.8891573717343,33.48,7.868333333333332,18.900000000000002,739.6099999999999,147.32970494411438,50.15,525.61
BH,Low,511.4294422,37.40985,-119.96458,1915,14.62125,16.11916666666667,648.8694407478007,35.300000000000004,6.746666666666666,16.095,573.9,125.73877987733073,35.87,406.18999999999994
BH,Low,511.4294422,37.40985,-119.96458,1916,14.415000000000001,16.04,598.966192702059,33.449999999999996,7.596666666666668,19.000000000000004,712.97,148.79100872797795,24.03,500.22
BH,Low,511.4294422,37.40985,-119.96458,1917,14.332083333333333,17.025833333333335,813.2496110815193,39.93,5.53,17.19,452.63,146.56203556683195,15.96,347.86
BH,Low,511.4294422,37.40985,-119.96458,1918,15.254583333333333,16.1475,651.9617061514264,34.67,12.211666666666666,18.641666666666666,531.05,166.39899699147628,216.72,224.05
BH,Low,511.4294422,37.40985,-119.96458,1919,14.7625,16.146666666666665,718.1258910905145,36.05,6.923333333333333,18.45,493.48,128.34957795713206,36.8,254.2
BH,Low,511.4294422,37.40985,-119.96458,1920,14.62,16.226666666666667,670.0905298404225,33.98,8.2716666666666665,18.055,533.94,118.64122758903173,73.77,187.17000000000002
BH,Low,511.4294422,37.40985,-119.96458,1921,15.509166666666667,15.055,704.0064189187397,34.63,7.603333333333334,19.771666666666665,516.91,109.44331252277328,57.629999999999995,321.39
BH,Low,511.4294422,37.40985,-119.96458,1922,15.375,15.209999999999999,788.1642076254276,37.48,6.683333333333334,20.28,695.31,126.66083846405857,12.88,490.27
BH,Low,511.4294422,37.40985,-119.96458,1923,14.962083333333334,14.939166666666667,662.0817533402205,32.830000000000005,15.311666666666667,18.26,613.48,113.96014929968948,178.35,286.95
BH,Low,511.4294422,37.40985,-119.96458,1924,15.595833333333333,17.633333333333333,672.9377532112236,37.43,13.915000000000001,19.898333333333333,277.08,130.87930757608353,15.58,91.27
BH,Low,511.4294422,37.40985,-119.96458,1925,14.8775,15.233333333333333,620.4611371611221,34.39,8.008333333333333,18.326666666666668,583.9100000000001,95.67114567858208,84.85,272.99
BH,Low,511.4294422,37.40985,-119.96458,1926,16.095,16.305,678.5082902957045,36.58,8.023333333333333,21.281666666666666,410.78,138.56135327067895,14.31,261.17
BH,Low,511.4294422,37.40985,-119.96458,1927,15.235416666666666,15.915833333333333,633.4187706526793,35.91,15.688333333333333,18.365,651.4200000000001,114.016065703088,55.06999999999999,269.2
BH,Low,511.4294422,37.40985,-119.96458,1928,15.760833333333332,15.821666666666667,662.199360030076,33.73,14.358333333333334,19.96833333333333,400.42,132.66581813814452,23.92,157.53
BH,Low,511.4294422,37.40985,-119.96458,1929,14.950416666666666,16.0725,729.4813057089181,35.41,6.458333333333333,19.313333333333333,421.53000000000003,90.40053519046089,64.12,159.85
BH,Low,511.4294422,37.40985,-119.96458,1930,15.474583333333333,16.0375,617.3652395585221,34.6,8.831666666666665,15.721666666666666,390.19,124.71474814277754,73.42999999999999,238.89000000000001
BH,Low,511.4294422,37.40985,-119.96458,1931,16.533749999999998,16.495833333333334,727.173392008711,40.279999999999994,8.14,16.65,321.9,116.72880883939199,21.63,153.57999999999998
BH,Low,511.4294422,37.40985,-119.96458,1932,15.172083333333333,15.5175,747.1622818228901,35.25,6.256666666666667,17.605,602.37,138.0419661582443,20.5,455.28
BH,Low,511.4294422,37.40985,-119.96458,1933,15.415416666666665,15.669166666666666,793.715098254386,38.97,5.364999999999999,20.36,409.13,143.92317614281055,2.8,251.39
