parent.pop,elevation.group,elev_m,Lat,Long,year,cwd,pck,ppt,tmn,tmx,ann_tmean,mean_diurnal_range,temp_seasonality,temp_ann_range,tmean_wettest_quarter,tmean_driest_quarter,ann_ppt,ppt_seasonality,ppt_warmest_quarter,ppt_coldest_quarter
CP2,High,2244.132886,38.66169,-120.13065,1995,52.89333333333333,604.8291333333334,168.18331666666668,-0.47666666666666707,11.865,5.694166666666667,12.341666666666667,680.9752309383325,31.26,0.7833333333333335,5.855,2018.1998,117.27704708883668,222.45,713.4199000000001
CP2,High,2244.132886,38.66169,-120.13065,1996,53.825833333333335,286.3983166666667,138.00333333333333,0.8766666666666667,13.579166666666667,7.227916666666667,12.7025,640.5414420747119,30.22,0.3066666666666665,8.801666666666668,1656.04,98.44090199423009,152.22,1009.72
CP2,High,2244.132886,38.66169,-120.13065,1997,59.95916666666667,415.306625,141.52415833333333,0.6333333333333332,13.266666666666666,6.95,12.633333333333333,616.6640090032822,29.92,-0.18833333333333324,11.001666666666667,1698.2899,149.28189900042054,69.92999999999999,1182.7299
CP2,High,2244.132886,38.66169,-120.13065,1998,50.36666666666667,347.94580833333333,143.31083333333333,-0.3008333333333333,11.539166666666667,5.619166666666667,11.84,691.0713301341139,31.79,-1.4733333333333334,10.63,1719.7299999999998,97.43054336105166,196.56,942.97
CP2,High,2244.132886,38.66169,-120.13065,1999,61.667500000000004,279.90333333333336,116.98166666666667,-0.16499999999999942,12.764166666666668,6.2995833333333335,12.929166666666667,676.2499019772515,30.64,-0.6283333333333334,9.19,1403.7800000000002,104.3245501678046,174.91,817.19
CP2,High,2244.132886,38.66169,-120.13065,2000,65.2025,165.13665833333334,110.5,0.9866666666666669,13.7475,7.367083333333333,12.760833333333332,617.795731846602,29.27,0.315,10.459999999999999,1326,115.05424845493084,125.47000000000001,782.3299999999999
CP2,High,2244.132886,38.66169,-120.13065,2001,68.8225,75.06666666666666,64.31916666666666,0.9516666666666668,14.294166666666667,7.622916666666666,13.3425,752.4241265987414,33.72,-0.5683333333333335,11.198333333333332,771.8299999999998,101.18495462075798,184.17,378.74
CP2,High,2244.132886,38.66169,-120.13065,2002,65.5575,183.35249166666668,92.50416666666666,0.6649999999999998,13.755833333333333,7.210416666666667,13.090833333333332,716.6083137801207,33.5,-0.42833333333333345,12.003333333333336,1110.0499999999997,112.93158326445938,78.51,526.98
CP2,High,2244.132886,38.66169,-120.13065,2003,56.245000000000005,170.66832499999998,106.32916666666668,1.4716666666666662,14.085833333333332,7.7787500000000005,12.614166666666666,722.5021272381392,32.31,5.155,12.125,1275.9500000000003,108.29257707725537,100.25,511.42
CP2,High,2244.132886,38.66169,-120.13065,2004,68.09666666666666,222.3716583333333,102.23666666666666,0.7566666666666673,13.244166666666667,7.000416666666666,12.487499999999999,687.8896402744917,31.659999999999997,-0.8599999999999999,11.816666666666668,1226.8400000000001,113.42646108513095,76.91,734.54
CP2,High,2244.132886,38.66169,-120.13065,2005,58.39833333333333,160.02,114.06916666666667,0.6266666666666667,12.854166666666666,6.7404166666666665,12.227500000000001,660.9015694259599,31,0.5916666666666668,10.585,1368.83,82.56823449006609,131.15,618.46
CP2,High,2244.132886,38.66169,-120.13065,2006,61.96333333333333,329.4908,143.12083333333334,0.9991666666666664,13.489166666666668,7.244166666666667,12.49,725.3605007584891,33.900000000000006,0.48,8.956666666666667,1717.45,113.72148800287579,316.11999999999995,922.0699999999999
CP2,High,2244.132886,38.66169,-120.13065,2007,69.75833333333334,69.40416666666665,71.95083333333334,1.590833333333333,13.919166666666666,7.755,12.328333333333333,687.3322605288046,32.47,0.018333333333333385,12.313333333333334,863.4100000000001,112.221205799939,58.1,480.74
CP2,High,2244.132886,38.66169,-120.13065,2008,69.245,166.41748333333334,69.35333333333334,1.1316666666666664,13.741666666666667,7.4366666666666665,12.61,750.3272114500608,32.42,-1.3383333333333332,12.383333333333333,832.2399999999999,134.76993432955737,15.520000000000001,640.74
CP2,High,2244.132886,38.66169,-120.13065,2009,64.30916666666667,123.6575,101.67833333333333,1.3908333333333336,13.735833333333334,7.5633333333333335,12.345,688.8246027352199,30.810000000000002,0.4166666666666666,12.293333333333331,1220.1399999999999,79.35323647453654,67.82000000000001,513.67
CP2,High,2244.132886,38.66169,-120.13065,2010,61.32916666666667,165.4125,106.89166666666667,0.6399999999999998,12.535,6.5875,11.895,668.2995891881806,30.669999999999998,0.09833333333333345,10.25,1282.6999999999998,83.40465806457998,200.61999999999998,537.65
